Adj 1,Frequency
سرشکش,2
زائده,4
ذی,23
فریشته,3
مِحَن,1
مُهَذّب,3
شادخوار,3
راستتر,4
خوارتر,34
مدفون,29
پیچیده,78
سنجری,6
دقیقی,8
سازنده,16
بیندازی,9
فرقد,4
سویی,11
ذوالمَنّ,1
نوشین,5
قمر,4
بارکش,56
پلاسش,1
معنوی,71
خٌلق,1
مالی,78
قبای,17
ذقن,26
ملتزم,4
ملتجا,2
نکوخواه,2
مدبری,18
سبیلی,4
دریده,102
نشتر,46
فروزان,107
مُتَّفق,1
مُقْتَرن,1
پیرهن,7
وافی,14
مزیدی,3
منّ,1
گیلکی,1
غیبه,5
متناسب,9
مستحسن,10
مَسامش,1
داناش,2
دلاور,78
شرقی,18
پرگل,24
مُدْغَم,1
اَعمی,1
سوختی,39
بهمان,1
ورزا,2
نگرفتی,2
سردگشتی,1
شُکرگوی,1
منزلگاه,2
نبینی,31
زعفرانی,15
بالایی,47
مؤتمن,8
ویژه,67
ضمان,22
نپیمایدش,1
ببستی,19
رزمی,20
کشوری,25
یمانی,11
بیخته,5
قهرمان,9
افکنی,30
جامع,56
لازم,165
ناتوان,321
بدم,141
زگُلسِتان,1
مُتَنَبّی,1
نفیر,8
زیباترین,1
بیری,1
سخاپروری,1
بلنداختری,1
متغیر,8
چنگی,18
افعی,2
جُغری,1
عِلْوی,1
عیسیّ,1
بدخشی,8
کزو,3
دربند,7
بپای,49
شاهنشاهی,8
وگه,4
شعلهٔ,2
زدکه,1
خُتَنی,1
سربی,1
ازگردش,1
هراسان,83
مشوی,9
ثناگوی,8
موسیقار,18
شادند,1
موفقی,3
بایدت,8
گشای,74
زیراکه,1
فشانی,62
کمالی,5
مباح,56
ریزه,48
مجیرش,1
نبوی,26
پرورنده,2
غرم,3
مشکسای,7
کوتاهش,4
رَشْک,1
بیاراستی,28
موجز,11
یهودی,8
مرکّب,4
هندسی,15
مُستَجیر,1
مُستجار,1
مستعین,4
حلّ,2
مُشَعبَدی,1
زمن,6
کْمَه,1
بْکَم,1
درّی,6
راهب,4
گیری,29
کهتر,7
شکرگوی,1
کالبد,2
کندش,4
مسعودتر,3
جوشنده,2
کوشنده,9
بیاسودی,1
غیلان,2
جهاندیده,16
داناتر,10
گوارنده,4
باریکی,13
لاغردوست,1
مخلوق,8
امّی,4
افراخته,18
دلخواه,91
سبق,11
رک,5
بلغاری,5
نازل,55
درنگی,13
مهارش,2
فرّ,4
پاسبان,1
منصورگفته,1
حاکم,41
مُقَمَّر,1
پست,58
مقبلان,1
چفته,4
فرخش,3
ماضی,10
مستقبل,9
راهواران,1
سده,1
معاف,35
عَزَّوَجَل,1
راهنمون,4
مَکّار,1
مفسد,13
زسردی,1
زاهد,41
مفتون,15
دمم,4
خاسته,2
پردرد,35
تَنبُل,1
فرخده,1
چفتیده,1
ماهت,48
معجون,1
مجنون,76
بهشی,4
فسای,4
مُشَعبدْوار,1
طلعتی,4
منافق,53
دَرْ,1
ممنون,31
مؤثری,1
ثمین,9
معزُالدین,1
مستظهر,9
مُستَبشَر,1
تنین,2
مُبین,1
صِرْف,1
شهنشه,1
ناپاک,80
مُهَنّا,1
ضعیفانی,1
بیدق,4
سجین,2
اوفتادی,15
مُعتَصَم,1
وزیُمن,1
پادشاهان,1
تخت,4
بادنشین,1
بازپسین,18
صدرنشین,8
حسامش,1
محسوس,30
شهزاده,4
مقبولی,2
قدرتی,2
شقی,15
عجین,33
مَلِک,3
شکفتهتر,4
پدری,2
کوهی,31
طرازنده,2
زرّ,14
علمی,92
متحرک,10
مهین,27
باردی,2
بیارایدی,1
پاکیزهتر,18
دمان,4
مشکینش,12
کابین,1
جعد,11
جابر,6
منوّر,29
صرف,18
نعل,2
برگذری,6
قدیمی,18
زرای,1
عمادی,1
راستی,26
خلیفت,1
معینی,10
نژادی,24
عُلّو,1
همبر,8
کُحلی,2
ننمودی,2
اَخضر,1
مُسَخّر,2
خوشگو,5
مدعو,2
مملو,8
معری,1
برانی,22
درکعبه,1
مایهٔ,27
مُنعِم,1
نوبهاری,23
مُشَعْبد,1
برآمده,13
ششتر,13
زر,3
عالم,15
مشیر,4
تابع,9
اَلسِنه,1
پاداشَن,1
زغرقه,1
یکتاه,3
بیفروزی,1
کز,21
مهرگانی,16
سپاهی,43
تَجلیّ,1
أضحی,1
سلمی,10
نفروشی,4
طلی,7
مثلی,8
مَنِّ,1
مِنی,1
کردستی,6
املی,4
اعشی,6
نبی,6
فدی,8
عجبی,13
بَدردجی,1
مَرضّی,1
علیا,9
مُعْطیان,1
غَلی,1
موتی,9
صُغری,2
کبری,6
کُبری,1
ماوی,13
بدگوی,8
مُصَّلی,1
مدحش,3
عی,1
فلی,1
وثقی,6
نُمای,1
بزدای,13
نثاری,15
کرده_ای,1
فرداستی,1
زهراستی,1
منشوری,1
برابر,13
بربالاستی,1
خضراستی,1
دروادیستی,1
سوداستی,3
باختی,13
عذراستی,1
بیناستی,2
داناستی,1
مایل,234
میناستی,1
بیضاستی,4
نگری,17
سور,8
سنبلی,7
عنبری,16
کشمیری,6
کشمری,2
اولیتر,31
دهندی,2
پروری,39
شُشتری,1
برنشینی,2
مَی,5
خاوری,31
خیبری,6
گهری,7
مقارنه,1
بتکده,2
سرسری,65
نبشته,5
قرانی,2
بسپری,1
خیالی,167
افروزی,5
جوشنی,4
مؤید,8
خدمتگری,1
غرهٔ,6
شدگیتی,1
نگسلی,1
فرسایی,5
خروشان,108
تومجروح,1
محشری,5
پرنور,38
نکیر,1
ضریرست,1
حضری,2
خلفی,6
سرافراشته,2
هنجاری,2
حیوانی,74
سیاری,4
انگاری,7
مسلمانی,34
صنم,6
دنیایی,13
حِصنی,1
میمی,3
هلالی,182
نظیری,5
عالمتر,1
مَلَکُ,1
تبارک,16
سخطی,1
محلی,9
حَشَمی,1
زلالی,24
کلالی,1
شمالی,15
حامله,40
افسری,24
پیمایی,18
مَنی,1
ختنی,10
اهرمنی,2
صَدَفَ,1
وطنی,10
فگنی,4
مُهنّا,1
خویشتنی,28
مُعْصَفَری,1
نسترنی,2
ذنبی,2
سمنی,3
خمی,10
پررنگ,1
فنی,15
مُتَّصِلی,1
مقترنی,1
دهنی,8
خلال,1
خردی,22
فِطَنی,1
چِگِلی,1
صنمی,16
ایرانی,24
جهانبانی,11
زاولستانی,2
نورانی,78
جسمانی,59
بیابانی,22
زندانی,68
بستانی,34
عمانی,12
ریحانی,23
افشانی,35
یونانی,23
آسانی,71
ستانی,40
باستانی,29
هندوستانی,5
کیهانی,2
جولانی,7
بزرگترین,3
ثناخوانی,4
شیربندی,1
میانی,49
دلستانی,12
دلبری,56
عاشقی,11
امانی,36
ضمانی,3
دندانی,18
افزودی,2
اینی,20
عیّوقی,1
رضوانی,2
طائی,2
نمودستی,2
فَتیانی,1
انسی,14
مُسَخَّر,1
پهلوانی,36
پوشی,14
صدیق,60
چِگل,1
رخش,6
گریختی,2
زیبد,6
مغانه,32
شبگیری,5
نوآیینی,1
گهربارش,6
مقدَّم,1
بنشینی,9
خندیدی,1
عاصی,30
پسرستی,1
قمرستی,2
خبرستی,1
یافتمی,8
سرستی,1
پربار,14
نبودی,32
پدرامی,3
سمن,7
مدیحی,1
ورای,6
حصین,16
مطرب,26
طرار,36
دلنواز,26
غنوده,16
مَم,1
بوالعجبی,7
عقیقین,5
فشانده,22
جعدی,3
مم,1
زیرنگین,1
نرمی,5
پردهٔ,3
ناگاه,33
برکشدا,1
خسرو,1
مَفرَش,1
شوی,14
فوطه,2
سرزده,12
مورچگان,1
پریشیده,6
شادی,10
دلاویز,54
دلربا,39
کاری,111
تریم,1
مرمرا,9
رویی,135
استاده,40
جهانستی,1
جنانستی,1
بدانستی,1
بشدی,1
بیانستی,1
رفیقستی,1
میانستی,1
دوشینه,13
نگشادستی,1
نشانستی,1
آشکاری,10
شاهواری,3
مجازی,81
نزدیکتر,62
برتافته,6
دیدستی,10
بتابی,5
عاشقتر,6
زیباروی,1
موی,13
وحده,2
سُنبلِ,1
نفع,1
ضرّ,1
تاز,13
کلامی,13
مهرا,1
ساختی,62
نابستی,3
سحابستی,1
مستجابستی,4
خرابستی,3
صوابستی,2
مظفرم,1
محمودی,1
دریادل,4
سنانی,4
بفشانی,3
شبانی,12
سلطانان,1
ادبی,14
خَلَف,1
تاریکتر,17
لخت,58
سریری,1
دلبر,2
نال,4
اخویش,1
خاصم,1
دُر,6
فریضه,3
صبور,107
بیفکنی,2
برکیارقی,1
عملی,20
زحل,3
آهنگی,21
سرای,5
درنگری,5
قدحی,20
اوژنمی,1
بیرونی,27
چشمهٔ,4
کرده,26
فکندی,31
پیمبری,9
خوبت,63
مسپر,4
منتست,1
شوری,24
زبونی,5
بوالعجب,10
نهانم,54
دوراندیش,25
محالی,15
بهر,164
صحرایی,29
حلوایی,9
الخجل,1
مهربانتر,4
فسانه,21
گو,33
دوستانه,3
بدخوی,15
ساحلی,14
شور,121
بازاری,64
واری,36
نیاردش,1
نامعلوم,11
چرب,126
پایمال,92
تنگش,15
کرا,9
مایلی,12
خرواری,3
درشده,1
خوشدلی,18
بنمی,3
مبر,36
ندهی,38
عز,34
گستردی,5
مستند,89
نوبتی,17
بدش,88
جور,17
خوشت,82
عشوهاش,1
غمناکم,2
ازآنک,3
گلی,126
ظریف,33
کدامی,4
روایی,21
برجای,20
فکار,16
زی,51
اهلی,11
محقر,20
برنمی,84
درنمی,2
هاش,8
متاع,2
قسمم,2
نصوح,10
دهدی,1
خودسری,1
انداز,36
پاشیدی,3
بنستانی,1
خونخوارش,7
خونین,197
ریز,450
درساز,2
بیاویز,3
خواهی_دلی,1
راحتم,10
خرابم,23
چهارگانه,1
کوژ,34
متهم,18
خودکامه,32
دلسوخته,67
ربودی,17
دراندازم,1
بیابی,61
غمخوری,2
بفروش,1
فکنی,16
ناشکفته,14
چونی,59
ماکم,4
رتوانگر,1
فقع,6
محسوب,4
مزن,5
مباش,36
ناشیرین,1
حجرهٔ,3
حسن,4
ستمکاری,4
برنهادی,8
هرکس,1
بیافریده,1
ناپریده,1
دلشده,64
منمای,26
ریزی,162
خای,21
انوری,1
بارستی,2
نامستی,1
کارستی,1
نازی,54
چاپکی,1
برخاستی,16
آمدی,26
درخریدی,1
نیی,15
درگذاری,1
زهی,23
تندی,39
ناری,23
سپاری,5
دلسوزتر,2
وصالی,18
نهادمی,2
کاجکی,1
نزادمی,2
دارمی,13
چیدمی,3
هرجا,6
مهربانی,15
ناموافق,3
نامساعد,7
روحی,45
خواجگی,32
درگذر,3
آزری,8
آمیز,34
تمامی,3
صبی,6
مسن,4
خورده,34
نعم,11
بزمت,2
حواشی,1
زکی,3
فسان,25
شکوفه,1
طراده,1
حنین,2
جمعی,61
کسنی,4
معیار,1
رایج,31
انشی,1
خنثی,10
عطیهٔ,1
ناخوشتر,12
مران,1
فکیف,1
فوق,59
مواظب,4
جافی,11
مناسب,28
معاتب,3
سخی,18
طاغی,12
مکشوف,48
مشعوف,7
جاهل,173
کاذب,30
مشارک,1
علیک,3
درین,161
نماندی,8
بماندی,19
همچوباطل,1
یکسره,65
زیبدش,3
شهریاری,3
نزارت,5
زان,34
حایل,44
موصوف,36
ولیک,13
نیزهٔ,1
نوالی,3
هوایی,105
انتمای,1
اسبی,18
بهین,6
شکاری,132
فرضش,2
رزین,4
نشین,150
صحیفه,1
سترون,11
مدنی,5
مکتسب,6
جنبی,6
ندب,1
عادلی,5
گه,30
منتظم,14
منتظمی,2
محصور,20
ممتلی,16
بسپر,9
لافی,18
پختهٔ,1
ذوالنورین,4
مهینه,4
معمورست,1
سقفش,1
الرقابی,1
مخمورست,2
مرتب,22
زردتر,5
هنوزش,1
گمشده,28
مطربه,2
سرمست,469
مخیر,12
معجمست,1
دنیاوی,2
نباتی,33
ناطقه,35
اصم,3
وارهٔ,1
بزمگه,5
عمرانی,16
صوری,19
ار,23
نفکندی,1
انفرادی,2
عامی,47
غلامت,17
ایمنی,16
خوشخوان,9
آستر,19
شرر,17
معتبر,103
دریاش,5
ماحضر,25
معطی,3
اندوهناک,4
روشنش,53
مسطور,10
سهوی,5
شامل,8
منیر,2
عیسوی,35
ور,12
مطبوخ,2
سینین,4
مخزون,1
مسته,7
خنیاگری,8
اوفتاد,2
لاجورد,5
مابین,10
عم,3
جوزا,8
گوشوار,1
مجلسش,3
خوشگوار,52
رهگذار,3
جاهش,5
دوبار,4
جوانتر,2
سیمابی,11
نخواهد_کز,1
مشاطگی,4
حشری,3
خماری,20
کدر,22
درشتی,9
پایندهتر,14
جود,4
ناکسی,6
ممسکی,1
محبوب,92
جاه,1
شنگرفی,1
چکانیده,1
عتابش,1
واجد,2
غز,2
کاملتر,9
نارسیده,15
مستوفی,2
جدی,39
مشکن,33
قوائم,1
دلکش,199
مفارق,2
غرا,18
نوادر,1
مفکر,2
صادر,37
فاتر,2
عاجل,17
فاجر,3
تاسع,1
مفروض,1
مبشر,5
ناخنی,4
ماهیی,8
جنی,4
گفتیی,1
مؤخر,8
مکدر,64
مجوف,2
مزور,11
ابتر,65
اندکی,233
تکراری,5
عیداضحی,1
عاریتی,34
منزوی,21
مضطر,62
سغدی,5
ناسفته,5
بماندگی,1
جواهرکش,1
مرواریدبار,1
تبتی,9
محمود,3
جودش,15
هیبت,1
گرمتر,22
سوزانتر,6
نظار,5
بلورین,17
نگران,61
مخار,9
بخریدی,2
بسزا,16
غمزده,21
بوتیمار,3
منم,6
بنیوشی,2
ناخلف,10
نابکار,45
مطبوع,35
دربست,26
عقربی,2
لرزان,153
نیکوکار,14
هنردوست,1
بیشتری,9
تمیز,89
گردنکش,27
صریح,34
فاضل,45
ظالم,129
آنگهی,32
سنتی,9
نما,15
عنا,2
واضح,7
موروث,2
کاین,5
خموش,250
وجودی,19
برکف,3
سخته,11
نشور,1
عادتی,1
غیور,55
محشور,5
مسرع,2
خوشگوارتر,1
ملزم,22
عجول,6
ایمنتر,5
تاریکی,4
فرزانه,138
تشویر,3
جوانش,6
التفاتی,7
نفایه,1
بیتکی,3
مجیر,5
واقع,42
مقنع,11
صغیر,15
رقیب,79
کفرش,1
عشیر,2
قمطیر,1
قاطعی,1
شوریدهتر,7
نامده,9
غماز,78
تیرهتر,42
تنگتر,30
انباز,86
بحق,38
مساز,27
مماس,3
السوانی,1
خلوتی,39
روانتر,4
برنشاندی,1
لامع,4
وهمی,30
واحدالدین,1
منکرم,4
رافضی,20
خنگ,12
مشترک,23
بخشاینده,4
مضی,1
خمت,2
کسل,13
بدلی,9
مبتذل,6
شتابان,34
وجل,5
نوشکفته,7
شل,13
طل,2
کژ,170
مختل,9
مرسل,10
مجمل,12
کل,31
بتزویر,2
رمحی,1
عزلی,1
دورو,10
نامهٔ,4
محضی,7
مفکن,39
منخسف,1
مولد,9
مثقال,2
بمالی,2
مبیناد,3
ازرقی,1
زیردست,19
آمدستی,9
واصل,681
ممتنع,12
جمیل,31
قصیر,2
بدیل,8
دبه,1
لعب,10
فروتر,59
جایز,34
عمده,5
معجم,4
اسمع,1
قلاده,5
مهلک,4
ضم,17
کحلی,8
شهور,1
درگذشتی,5
نفیس,43
والحق,1
مسکون,2
لااحصی,1
مستبد,4
خوابگه,5
هابط,2
زانک,12
انده,21
مدورم,1
مسترم,1
دلربای,8
دلشکسته,12
زرکان,1
ناکس,62
مذموم,19
مقسوم,5
حشو,3
موهوم,87
جهول,4
غمم,21
موسوم,11
معصوم,28
مزکوم,1
رجیم,22
سقیم,46
رکیک,8
لئیم,52
الیم,21
بدو,4
ثامیم,1
منتقم,1
دقیق,34
مهندسی,1
ناگذشته,1
الکن,9
زاینده,19
بردهدش,1
غاذیه,2
بازشان,4
لشکرگاه,1
مسمار,23
نابسامان,3
موحد,14
مهمان,5
اختران,3
ممرد,1
جنگجو,10
آلتی,3
ضمین,5
وتر,13
خشن,17
ممزوج,7
عیشی,5
واسع,3
نعش,7
ناطقش,1
غث,1
بادرنگی,1
متمکن,6
تکلفی,1
ساز,3
خلقی,18
حملهٔ,3
بایستهتر,10
منهی,11
موالی,9
فرزین,4
ساکت,6
بوفدی,1
زینی,7
متنبه,2
نوایی,31
گمراه,126
ساقط,12
گویدش,2
مطیعان,1
سحرگه,18
بنشانده,3
شبدیز,10
نغنوده,1
پریده,21
غنویده,1
طپیده,12
چمیده,3
زدفلی,1
رسواهی,1
صرفی,2
